mesa_id,distrito_id,eleccion_id,organizacion_id,organizacion_politica,votos,votos_validos_mesa,votos_emitidos_mesa,votos_blancos_mesa,votos_nulos_mesa,electores_habiles_mesa,estado_acta
M00253-04,D00253,EG2026-PRES,ORG01,Fuerza Popular,35,218,254,12,24,325,observada
M00253-04,D00253,EG2026-PRES,ORG02,Juntos por el Peru,25,218,254,12,24,325,observada
M00253-04,D00253,EG2026-PRES,ORG03,Renovacion Popular,50,218,254,12,24,325,observada
M00253-04,D00253,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,218,254,12,24,325,observada
M00253-04,D00253,EG2026-PRES,ORG05,Otros,86,218,254,12,24,325,observada
M00253-05,D00253,EG2026-PRES,ORG01,Fuerza Popular,42,208,239,14,17,385,contabilizada
M00253-05,D00253,EG2026-PRES,ORG02,Juntos por el Peru,25,208,239,14,17,385,contabilizada
M00253-05,D00253,EG2026-PRES,ORG03,Renovacion Popular,35,208,239,14,17,385,contabilizada
M00253-05,D00253,EG2026-PRES,ORG04,Partido del Buen Gobierno,28,208,239,14,17,385,contabilizada
M00253-05,D00253,EG2026-PRES,ORG05,Otros,78,208,239,14,17,385,contabilizada
M00254-01,D00254,EG2026-PRES,ORG01,Fuerza Popular,15,97,117,6,14,184,contabilizada
M00254-01,D00254,EG2026-PRES,ORG02,Juntos por el Peru,14,97,117,6,14,184,contabilizada
M00254-01,D00254,EG2026-PRES,ORG03,Renovacion Popular,12,97,117,6,14,184,contabilizada
M00254-01,D00254,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,97,117,6,14,184,contabilizada
M00254-01,D00254,EG2026-PRES,ORG05,Otros,41,97,117,6,14,184,contabilizada
M00254-02,D00254,EG2026-PRES,ORG01,Fuerza Popular,42,243,288,23,22,342,contabilizada
M00254-02,D00254,EG2026-PRES,ORG02,Juntos por el Peru,40,243,288,23,22,342,contabilizada
M00254-02,D00254,EG2026-PRES,ORG03,Renovacion Popular,34,243,288,23,22,342,contabilizada
M00254-02,D00254,EG2026-PRES,ORG04,Partido del Buen Gobierno,33,243,288,23,22,342,contabilizada
M00254-02,D00254,EG2026-PRES,ORG05,Otros,94,243,288,23,22,342,contabilizada
M00254-03,D00254,EG2026-PRES,ORG01,Fuerza Popular,43,249,278,9,20,375,contabilizada
M00254-03,D00254,EG2026-PRES,ORG02,Juntos por el Peru,35,249,278,9,20,375,contabilizada
M00254-03,D00254,EG2026-PRES,ORG03,Renovacion Popular,40,249,278,9,20,375,contabilizada
M00254-03,D00254,EG2026-PRES,ORG04,Partido del Buen Gobierno,38,249,278,9,20,375,contabilizada
M00254-03,D00254,EG2026-PRES,ORG05,Otros,93,249,278,9,20,375,contabilizada
M00254-04,D00254,EG2026-PRES,ORG01,Fuerza Popular,25,193,240,16,31,285,contabilizada
M00254-04,D00254,EG2026-PRES,ORG02,Juntos por el Peru,28,193,240,16,31,285,contabilizada
M00254-04,D00254,EG2026-PRES,ORG03,Renovacion Popular,24,193,240,16,31,285,contabilizada
M00254-04,D00254,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,193,240,16,31,285,contabilizada
M00254-04,D00254,EG2026-PRES,ORG05,Otros,93,193,240,16,31,285,contabilizada
M00254-05,D00254,EG2026-PRES,ORG01,Fuerza Popular,27,151,179,12,16,236,contabilizada
M00254-05,D00254,EG2026-PRES,ORG02,Juntos por el Peru,21,151,179,12,16,236,contabilizada
M00254-05,D00254,EG2026-PRES,ORG03,Renovacion Popular,19,151,179,12,16,236,contabilizada
M00254-05,D00254,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,151,179,12,16,236,contabilizada
M00254-05,D00254,EG2026-PRES,ORG05,Otros,64,151,179,12,16,236,contabilizada
M00254-06,D00254,EG2026-PRES,ORG01,Fuerza Popular,26,146,158,4,8,235,contabilizada
M00254-06,D00254,EG2026-PRES,ORG02,Juntos por el Peru,20,146,158,4,8,235,contabilizada
M00254-06,D00254,EG2026-PRES,ORG03,Renovacion Popular,20,146,158,4,8,235,contabilizada
M00254-06,D00254,EG2026-PRES,ORG04,Partido del Buen Gobierno,9,146,158,4,8,235,contabilizada
M00254-06,D00254,EG2026-PRES,ORG05,Otros,71,146,158,4,8,235,contabilizada
M00255-01,D00255,EG2026-PRES,ORG01,Fuerza Popular,21,149,178,11,18,253,contabilizada
M00255-01,D00255,EG2026-PRES,ORG02,Juntos por el Peru,23,149,178,11,18,253,contabilizada
M00255-01,D00255,EG2026-PRES,ORG03,Renovacion Popular,22,149,178,11,18,253,contabilizada
M00255-01,D00255,EG2026-PRES,ORG04,Partido del Buen Gobierno,8,149,178,11,18,253,contabilizada
M00255-01,D00255,EG2026-PRES,ORG05,Otros,75,149,178,11,18,253,contabilizada
M00255-02,D00255,EG2026-PRES,ORG01,Fuerza Popular,38,182,216,7,27,297,contabilizada
M00255-02,D00255,EG2026-PRES,ORG02,Juntos por el Peru,27,182,216,7,27,297,contabilizada
M00255-02,D00255,EG2026-PRES,ORG03,Renovacion Popular,22,182,216,7,27,297,contabilizada
M00255-02,D00255,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,182,216,7,27,297,contabilizada
M00255-02,D00255,EG2026-PRES,ORG05,Otros,78,182,216,7,27,297,contabilizada
M00255-03,D00255,EG2026-PRES,ORG01,Fuerza Popular,62,288,330,17,25,411,contabilizada
M00255-03,D00255,EG2026-PRES,ORG02,Juntos por el Peru,51,288,330,17,25,411,contabilizada
M00255-03,D00255,EG2026-PRES,ORG03,Renovacion Popular,37,288,330,17,25,411,contabilizada
M00255-03,D00255,EG2026-PRES,ORG04,Partido del Buen Gobierno,36,288,330,17,25,411,contabilizada
M00255-03,D00255,EG2026-PRES,ORG05,Otros,102,288,330,17,25,411,contabilizada
M00256-01,D00256,EG2026-PRES,ORG01,Fuerza Popular,30,186,212,8,18,323,contabilizada
M00256-01,D00256,EG2026-PRES,ORG02,Juntos por el Peru,32,186,212,8,18,323,contabilizada
M00256-01,D00256,EG2026-PRES,ORG03,Renovacion Popular,21,186,212,8,18,323,contabilizada
M00256-01,D00256,EG2026-PRES,ORG04,Partido del Buen Gobierno,21,186,212,8,18,323,contabilizada
M00256-01,D00256,EG2026-PRES,ORG05,Otros,82,186,212,8,18,323,contabilizada
M00256-02,D00256,EG2026-PRES,ORG01,Fuerza Popular,23,186,209,5,18,286,contabilizada
M00256-02,D00256,EG2026-PRES,ORG02,Juntos por el Peru,39,186,209,5,18,286,contabilizada
M00256-02,D00256,EG2026-PRES,ORG03,Renovacion Popular,14,186,209,5,18,286,contabilizada
M00256-02,D00256,EG2026-PRES,ORG04,Partido del Buen Gobierno,15,186,209,5,18,286,contabilizada
M00256-02,D00256,EG2026-PRES,ORG05,Otros,95,186,209,5,18,286,contabilizada
M00256-03,D00256,EG2026-PRES,ORG01,Fuerza Popular,36,313,370,18,39,411,contabilizada
M00256-03,D00256,EG2026-PRES,ORG02,Juntos por el Peru,72,313,370,18,39,411,contabilizada
M00256-03,D00256,EG2026-PRES,ORG03,Renovacion Popular,23,313,370,18,39,411,contabilizada
M00256-03,D00256,EG2026-PRES,ORG04,Partido del Buen Gobierno,46,313,370,18,39,411,contabilizada
M00256-03,D00256,EG2026-PRES,ORG05,Otros,136,313,370,18,39,411,contabilizada
M00256-04,D00256,EG2026-PRES,ORG01,Fuerza Popular,20,131,144,9,4,195,contabilizada
M00256-04,D00256,EG2026-PRES,ORG02,Juntos por el Peru,25,131,144,9,4,195,contabilizada
M00256-04,D00256,EG2026-PRES,ORG03,Renovacion Popular,11,131,144,9,4,195,contabilizada
M00256-04,D00256,EG2026-PRES,ORG04,Partido del Buen Gobierno,10,131,144,9,4,195,contabilizada
M00256-04,D00256,EG2026-PRES,ORG05,Otros,65,131,144,9,4,195,contabilizada
M00256-05,D00256,EG2026-PRES,ORG01,Fuerza Popular,37,182,200,5,13,280,contabilizada
M00256-05,D00256,EG2026-PRES,ORG02,Juntos por el Peru,34,182,200,5,13,280,contabilizada
M00256-05,D00256,EG2026-PRES,ORG03,Renovacion Popular,17,182,200,5,13,280,contabilizada
M00256-05,D00256,EG2026-PRES,ORG04,Partido del Buen Gobierno,27,182,200,5,13,280,contabilizada
M00256-05,D00256,EG2026-PRES,ORG05,Otros,67,182,200,5,13,280,contabilizada
M00256-06,D00256,EG2026-PRES,ORG01,Fuerza Popular,30,258,306,26,22,405,contabilizada
M00256-06,D00256,EG2026-PRES,ORG02,Juntos por el Peru,46,258,306,26,22,405,contabilizada
M00256-06,D00256,EG2026-PRES,ORG03,Renovacion Popular,17,258,306,26,22,405,contabilizada
M00256-06,D00256,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,258,306,26,22,405,contabilizada
M00256-06,D00256,EG2026-PRES,ORG05,Otros,139,258,306,26,22,405,contabilizada
M00257-01,D00257,EG2026-PRES,ORG01,Fuerza Popular,34,196,237,19,22,376,contabilizada
M00257-01,D00257,EG2026-PRES,ORG02,Juntos por el Peru,18,196,237,19,22,376,contabilizada
M00257-01,D00257,EG2026-PRES,ORG03,Renovacion Popular,25,196,237,19,22,376,contabilizada
M00257-01,D00257,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,196,237,19,22,376,contabilizada
M00257-01,D00257,EG2026-PRES,ORG05,Otros,97,196,237,19,22,376,contabilizada
M00257-02,D00257,EG2026-PRES,ORG01,Fuerza Popular,26,133,149,5,11,216,contabilizada
M00257-02,D00257,EG2026-PRES,ORG02,Juntos por el Peru,20,133,149,5,11,216,contabilizada
M00257-02,D00257,EG2026-PRES,ORG03,Renovacion Popular,22,133,149,5,11,216,contabilizada
M00257-02,D00257,EG2026-PRES,ORG04,Partido del Buen Gobierno,13,133,149,5,11,216,contabilizada
M00257-02,D00257,EG2026-PRES,ORG05,Otros,52,133,149,5,11,216,contabilizada
M00258-01,D00258,EG2026-PRES,ORG01,Fuerza Popular,38,195,230,19,16,319,contabilizada
M00258-01,D00258,EG2026-PRES,ORG02,Juntos por el Peru,20,195,230,19,16,319,contabilizada
M00258-01,D00258,EG2026-PRES,ORG03,Renovacion Popular,37,195,230,19,16,319,contabilizada
M00258-01,D00258,EG2026-PRES,ORG04,Partido del Buen Gobierno,26,195,230,19,16,319,contabilizada
M00258-01,D00258,EG2026-PRES,ORG05,Otros,74,195,230,19,16,319,contabilizada
M00258-02,D00258,EG2026-PRES,ORG01,Fuerza Popular,32,224,246,13,9,273,contabilizada
M00258-02,D00258,EG2026-PRES,ORG02,Juntos por el Peru,22,224,246,13,9,273,contabilizada
M00258-02,D00258,EG2026-PRES,ORG03,Renovacion Popular,32,224,246,13,9,273,contabilizada
M00258-02,D00258,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,224,246,13,9,273,contabilizada
M00258-02,D00258,EG2026-PRES,ORG05,Otros,113,224,246,13,9,273,contabilizada
M00258-03,D00258,EG2026-PRES,ORG01,Fuerza Popular,35,186,216,11,19,283,contabilizada
M00258-03,D00258,EG2026-PRES,ORG02,Juntos por el Peru,22,186,216,11,19,283,contabilizada
M00258-03,D00258,EG2026-PRES,ORG03,Renovacion Popular,36,186,216,11,19,283,contabilizada
M00258-03,D00258,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,186,216,11,19,283,contabilizada
M00258-03,D00258,EG2026-PRES,ORG05,Otros,69,186,216,11,19,283,contabilizada
M00258-04,D00258,EG2026-PRES,ORG01,Fuerza Popular,52,254,302,20,28,336,contabilizada
M00258-04,D00258,EG2026-PRES,ORG02,Juntos por el Peru,22,254,302,20,28,336,contabilizada
M00258-04,D00258,EG2026-PRES,ORG03,Renovacion Popular,48,254,302,20,28,336,contabilizada
M00258-04,D00258,EG2026-PRES,ORG04,Partido del Buen Gobierno,36,254,302,20,28,336,contabilizada
M00258-04,D00258,EG2026-PRES,ORG05,Otros,96,254,302,20,28,336,contabilizada
M00258-05,D00258,EG2026-PRES,ORG01,Fuerza Popular,46,205,225,13,7,349,observada
M00258-05,D00258,EG2026-PRES,ORG02,Juntos por el Peru,25,205,225,13,7,349,observada
M00258-05,D00258,EG2026-PRES,ORG03,Renovacion Popular,38,205,225,13,7,349,observada
M00258-05,D00258,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,205,225,13,7,349,observada
M00258-05,D00258,EG2026-PRES,ORG05,Otros,72,205,225,13,7,349,observada
M00259-01,D00259,EG2026-PRES,ORG01,Fuerza Popular,29,227,259,7,25,387,contabilizada
M00259-01,D00259,EG2026-PRES,ORG02,Juntos por el Peru,36,227,259,7,25,387,contabilizada
M00259-01,D00259,EG2026-PRES,ORG03,Renovacion Popular,41,227,259,7,25,387,contabilizada
M00259-01,D00259,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,227,259,7,25,387,contabilizada
M00259-01,D00259,EG2026-PRES,ORG05,Otros,96,227,259,7,25,387,contabilizada
M00259-02,D00259,EG2026-PRES,ORG01,Fuerza Popular,18,130,159,7,22,188,contabilizada
M00259-02,D00259,EG2026-PRES,ORG02,Juntos por el Peru,17,130,159,7,22,188,contabilizada
M00259-02,D00259,EG2026-PRES,ORG03,Renovacion Popular,22,130,159,7,22,188,contabilizada
M00259-02,D00259,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,130,159,7,22,188,contabilizada
M00259-02,D00259,EG2026-PRES,ORG05,Otros,53,130,159,7,22,188,contabilizada
M00259-03,D00259,EG2026-PRES,ORG01,Fuerza Popular,33,205,230,13,12,283,contabilizada
M00259-03,D00259,EG2026-PRES,ORG02,Juntos por el Peru,31,205,230,13,12,283,contabilizada
M00259-03,D00259,EG2026-PRES,ORG03,Renovacion Popular,26,205,230,13,12,283,contabilizada
M00259-03,D00259,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,205,230,13,12,283,contabilizada
M00259-03,D00259,EG2026-PRES,ORG05,Otros,90,205,230,13,12,283,contabilizada
M00259-04,D00259,EG2026-PRES,ORG01,Fuerza Popular,24,150,171,6,15,249,contabilizada
M00259-04,D00259,EG2026-PRES,ORG02,Juntos por el Peru,15,150,171,6,15,249,contabilizada
M00259-04,D00259,EG2026-PRES,ORG03,Renovacion Popular,21,150,171,6,15,249,contabilizada
M00259-04,D00259,EG2026-PRES,ORG04,Partido del Buen Gobierno,24,150,171,6,15,249,contabilizada
M00259-04,D00259,EG2026-PRES,ORG05,Otros,66,150,171,6,15,249,contabilizada
M00260-01,D00260,EG2026-PRES,ORG01,Fuerza Popular,33,252,283,8,23,419,contabilizada
M00260-01,D00260,EG2026-PRES,ORG02,Juntos por el Peru,59,252,283,8,23,419,contabilizada
M00260-01,D00260,EG2026-PRES,ORG03,Renovacion Popular,20,252,283,8,23,419,contabilizada
M00260-01,D00260,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,252,283,8,23,419,contabilizada
M00260-01,D00260,EG2026-PRES,ORG05,Otros,118,252,283,8,23,419,contabilizada
M00260-02,D00260,EG2026-PRES,ORG01,Fuerza Popular,26,197,235,15,23,272,contabilizada
M00260-02,D00260,EG2026-PRES,ORG02,Juntos por el Peru,58,197,235,15,23,272,contabilizada
M00260-02,D00260,EG2026-PRES,ORG03,Renovacion Popular,12,197,235,15,23,272,contabilizada
M00260-02,D00260,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,197,235,15,23,272,contabilizada
M00260-02,D00260,EG2026-PRES,ORG05,Otros,81,197,235,15,23,272,contabilizada
M00260-03,D00260,EG2026-PRES,ORG01,Fuerza Popular,34,245,281,15,21,382,contabilizada
M00260-03,D00260,EG2026-PRES,ORG02,Juntos por el Peru,70,245,281,15,21,382,contabilizada
M00260-03,D00260,EG2026-PRES,ORG03,Renovacion Popular,23,245,281,15,21,382,contabilizada
M00260-03,D00260,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,245,281,15,21,382,contabilizada
M00260-03,D00260,EG2026-PRES,ORG05,Otros,89,245,281,15,21,382,contabilizada
M00260-04,D00260,EG2026-PRES,ORG01,Fuerza Popular,28,216,262,21,25,348,contabilizada
M00260-04,D00260,EG2026-PRES,ORG02,Juntos por el Peru,53,216,262,21,25,348,contabilizada
M00260-04,D00260,EG2026-PRES,ORG03,Renovacion Popular,15,216,262,21,25,348,contabilizada
M00260-04,D00260,EG2026-PRES,ORG04,Partido del Buen Gobierno,23,216,262,21,25,348,contabilizada
M00260-04,D00260,EG2026-PRES,ORG05,Otros,97,216,262,21,25,348,contabilizada
M00261-01,D00261,EG2026-PRES,ORG01,Fuerza Popular,19,112,134,9,13,223,contabilizada
M00261-01,D00261,EG2026-PRES,ORG02,Juntos por el Peru,9,112,134,9,13,223,contabilizada
M00261-01,D00261,EG2026-PRES,ORG03,Renovacion Popular,21,112,134,9,13,223,contabilizada
M00261-01,D00261,EG2026-PRES,ORG04,Partido del Buen Gobierno,11,112,134,9,13,223,contabilizada
M00261-01,D00261,EG2026-PRES,ORG05,Otros,52,112,134,9,13,223,contabilizada
M00261-02,D00261,EG2026-PRES,ORG01,Fuerza Popular,32,188,217,8,21,307,contabilizada
M00261-02,D00261,EG2026-PRES,ORG02,Juntos por el Peru,22,188,217,8,21,307,contabilizada
M00261-02,D00261,EG2026-PRES,ORG03,Renovacion Popular,29,188,217,8,21,307,contabilizada
M00261-02,D00261,EG2026-PRES,ORG04,Partido del Buen Gobierno,28,188,217,8,21,307,contabilizada
M00261-02,D00261,EG2026-PRES,ORG05,Otros,77,188,217,8,21,307,contabilizada
M00262-01,D00262,EG2026-PRES,ORG01,Fuerza Popular,15,132,143,5,6,208,contabilizada
M00262-01,D00262,EG2026-PRES,ORG02,Juntos por el Peru,32,132,143,5,6,208,contabilizada
M00262-01,D00262,EG2026-PRES,ORG03,Renovacion Popular,13,132,143,5,6,208,contabilizada
M00262-01,D00262,EG2026-PRES,ORG04,Partido del Buen Gobierno,17,132,143,5,6,208,contabilizada
M00262-01,D00262,EG2026-PRES,ORG05,Otros,55,132,143,5,6,208,contabilizada
M00262-02,D00262,EG2026-PRES,ORG01,Fuerza Popular,36,300,340,24,16,408,contabilizada
M00262-02,D00262,EG2026-PRES,ORG02,Juntos por el Peru,62,300,340,24,16,408,contabilizada
M00262-02,D00262,EG2026-PRES,ORG03,Renovacion Popular,22,300,340,24,16,408,contabilizada
M00262-02,D00262,EG2026-PRES,ORG04,Partido del Buen Gobierno,31,300,340,24,16,408,contabilizada
M00262-02,D00262,EG2026-PRES,ORG05,Otros,149,300,340,24,16,408,contabilizada
M00263-01,D00263,EG2026-PRES,ORG01,Fuerza Popular,36,195,218,9,14,265,contabilizada
M00263-01,D00263,EG2026-PRES,ORG02,Juntos por el Peru,22,195,218,9,14,265,contabilizada
M00263-01,D00263,EG2026-PRES,ORG03,Renovacion Popular,21,195,218,9,14,265,contabilizada
M00263-01,D00263,EG2026-PRES,ORG04,Partido del Buen Gobierno,28,195,218,9,14,265,contabilizada
M00263-01,D00263,EG2026-PRES,ORG05,Otros,88,195,218,9,14,265,contabilizada
M00263-02,D00263,EG2026-PRES,ORG01,Fuerza Popular,34,220,259,13,26,336,contabilizada
M00263-02,D00263,EG2026-PRES,ORG02,Juntos por el Peru,30,220,259,13,26,336,contabilizada
M00263-02,D00263,EG2026-PRES,ORG03,Renovacion Popular,25,220,259,13,26,336,contabilizada
M00263-02,D00263,EG2026-PRES,ORG04,Partido del Buen Gobierno,34,220,259,13,26,336,contabilizada
M00263-02,D00263,EG2026-PRES,ORG05,Otros,97,220,259,13,26,336,contabilizada
M00263-03,D00263,EG2026-PRES,ORG01,Fuerza Popular,31,221,256,20,15,327,contabilizada
M00263-03,D00263,EG2026-PRES,ORG02,Juntos por el Peru,32,221,256,20,15,327,contabilizada
M00263-03,D00263,EG2026-PRES,ORG03,Renovacion Popular,23,221,256,20,15,327,contabilizada
M00263-03,D00263,EG2026-PRES,ORG04,Partido del Buen Gobierno,32,221,256,20,15,327,contabilizada
M00263-03,D00263,EG2026-PRES,ORG05,Otros,103,221,256,20,15,327,contabilizada
M00263-04,D00263,EG2026-PRES,ORG01,Fuerza Popular,46,184,216,13,19,396,contabilizada
M00263-04,D00263,EG2026-PRES,ORG02,Juntos por el Peru,25,184,216,13,19,396,contabilizada
M00263-04,D00263,EG2026-PRES,ORG03,Renovacion Popular,19,184,216,13,19,396,contabilizada
M00263-04,D00263,EG2026-PRES,ORG04,Partido del Buen Gobierno,22,184,216,13,19,396,contabilizada
M00263-04,D00263,EG2026-PRES,ORG05,Otros,72,184,216,13,19,396,contabilizada
M00263-05,D00263,EG2026-PRES,ORG01,Fuerza Popular,20,132,152,6,14,189,contabilizada
M00263-05,D00263,EG2026-PRES,ORG02,Juntos por el Peru,15,132,152,6,14,189,contabilizada
M00263-05,D00263,EG2026-PRES,ORG03,Renovacion Popular,19,132,152,6,14,189,contabilizada
M00263-05,D00263,EG2026-PRES,ORG04,Partido del Buen Gobierno,16,132,152,6,14,189,contabilizada
M00263-05,D00263,EG2026-PRES,ORG05,Otros,62,132,152,6,14,189,contabilizada
M00264-01,D00264,EG2026-PRES,ORG01,Fuerza Popular,16,126,145,4,15,207,contabilizada
M00264-01,D00264,EG2026-PRES,ORG02,Juntos por el Peru,17,126,145,4,15,207,contabilizada
M00264-01,D00264,EG2026-PRES,ORG03,Renovacion Popular,23,126,145,4,15,207,contabilizada
M00264-01,D00264,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,126,145,4,15,207,contabilizada
M00264-01,D00264,EG2026-PRES,ORG05,Otros,51,126,145,4,15,207,contabilizada
M00264-02,D00264,EG2026-PRES,ORG01,Fuerza Popular,25,234,268,12,22,361,contabilizada
M00264-02,D00264,EG2026-PRES,ORG02,Juntos por el Peru,31,234,268,12,22,361,contabilizada
M00264-02,D00264,EG2026-PRES,ORG03,Renovacion Popular,26,234,268,12,22,361,contabilizada
M00264-02,D00264,EG2026-PRES,ORG04,Partido del Buen Gobierno,31,234,268,12,22,361,contabilizada
M00264-02,D00264,EG2026-PRES,ORG05,Otros,121,234,268,12,22,361,contabilizada
M00264-03,D00264,EG2026-PRES,ORG01,Fuerza Popular,28,155,180,13,12,236,contabilizada
M00264-03,D00264,EG2026-PRES,ORG02,Juntos por el Peru,19,155,180,13,12,236,contabilizada
M00264-03,D00264,EG2026-PRES,ORG03,Renovacion Popular,22,155,180,13,12,236,contabilizada
M00264-03,D00264,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,155,180,13,12,236,contabilizada
M00264-03,D00264,EG2026-PRES,ORG05,Otros,67,155,180,13,12,236,contabilizada
M00264-04,D00264,EG2026-PRES,ORG01,Fuerza Popular,42,259,298,15,24,407,contabilizada
M00264-04,D00264,EG2026-PRES,ORG02,Juntos por el Peru,28,259,298,15,24,407,contabilizada
M00264-04,D00264,EG2026-PRES,ORG03,Renovacion Popular,26,259,298,15,24,407,contabilizada
M00264-04,D00264,EG2026-PRES,ORG04,Partido del Buen Gobierno,29,259,298,15,24,407,contabilizada
M00264-04,D00264,EG2026-PRES,ORG05,Otros,134,259,298,15,24,407,contabilizada
M00264-05,D00264,EG2026-PRES,ORG01,Fuerza Popular,32,207,240,18,15,309,contabilizada
M00264-05,D00264,EG2026-PRES,ORG02,Juntos por el Peru,26,207,240,18,15,309,contabilizada
M00264-05,D00264,EG2026-PRES,ORG03,Renovacion Popular,30,207,240,18,15,309,contabilizada
M00264-05,D00264,EG2026-PRES,ORG04,Partido del Buen Gobierno,25,207,240,18,15,309,contabilizada
M00264-05,D00264,EG2026-PRES,ORG05,Otros,94,207,240,18,15,309,contabilizada
M00265-01,D00265,EG2026-PRES,ORG01,Fuerza Popular,23,118,134,3,13,198,contabilizada
M00265-01,D00265,EG2026-PRES,ORG02,Juntos por el Peru,12,118,134,3,13,198,contabilizada
M00265-01,D00265,EG2026-PRES,ORG03,Renovacion Popular,19,118,134,3,13,198,contabilizada
M00265-01,D00265,EG2026-PRES,ORG04,Partido del Buen Gobierno,13,118,134,3,13,198,contabilizada
M00265-01,D00265,EG2026-PRES,ORG05,Otros,51,118,134,3,13,198,contabilizada
M00265-02,D00265,EG2026-PRES,ORG01,Fuerza Popular,53,282,327,15,30,373,contabilizada
M00265-02,D00265,EG2026-PRES,ORG02,Juntos por el Peru,32,282,327,15,30,373,contabilizada
M00265-02,D00265,EG2026-PRES,ORG03,Renovacion Popular,49,282,327,15,30,373,contabilizada
M00265-02,D00265,EG2026-PRES,ORG04,Partido del Buen Gobierno,43,282,327,15,30,373,contabilizada
M00265-02,D00265,EG2026-PRES,ORG05,Otros,105,282,327,15,30,373,contabilizada
M00265-03,D00265,EG2026-PRES,ORG01,Fuerza Popular,34,170,195,15,10,271,contabilizada
M00265-03,D00265,EG2026-PRES,ORG02,Juntos por el Peru,18,170,195,15,10,271,contabilizada
M00265-03,D00265,EG2026-PRES,ORG03,Renovacion Popular,36,170,195,15,10,271,contabilizada
M00265-03,D00265,EG2026-PRES,ORG04,Partido del Buen Gobierno,19,170,195,15,10,271,contabilizada
M00265-03,D00265,EG2026-PRES,ORG05,Otros,63,170,195,15,10,271,contabilizada
M00265-04,D00265,EG2026-PRES,ORG01,Fuerza Popular,25,170,194,8,16,257,pendiente
M00265-04,D00265,EG2026-PRES,ORG02,Juntos por el Peru,17,170,194,8,16,257,pendiente
M00265-04,D00265,EG2026-PRES,ORG03,Renovacion Popular,30,170,194,8,16,257,pendiente
M00265-04,D00265,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,170,194,8,16,257,pendiente
M00265-04,D00265,EG2026-PRES,ORG05,Otros,78,170,194,8,16,257,pendiente
M00266-01,D00266,EG2026-PRES,ORG01,Fuerza Popular,45,225,257,15,17,359,contabilizada
M00266-01,D00266,EG2026-PRES,ORG02,Juntos por el Peru,35,225,257,15,17,359,contabilizada
M00266-01,D00266,EG2026-PRES,ORG03,Renovacion Popular,30,225,257,15,17,359,contabilizada
M00266-01,D00266,EG2026-PRES,ORG04,Partido del Buen Gobierno,20,225,257,15,17,359,contabilizada
M00266-01,D00266,EG2026-PRES,ORG05,Otros,95,225,257,15,17,359,contabilizada
M00266-02,D00266,EG2026-PRES,ORG01,Fuerza Popular,23,125,145,6,14,208,contabilizada
M00266-02,D00266,EG2026-PRES,ORG02,Juntos por el Peru,18,125,145,6,14,208,contabilizada
M00266-02,D00266,EG2026-PRES,ORG03,Renovacion Popular,19,125,145,6,14,208,contabilizada
M00266-02,D00266,EG2026-PRES,ORG04,Partido del Buen Gobierno,14,125,145,6,14,208,contabilizada
M00266-02,D00266,EG2026-PRES,ORG05,Otros,51,125,145,6,14,208,contabilizada
M00267-01,D00267,EG2026-PRES,ORG01,Fuerza Popular,19,118,134,8,8,203,contabilizada
M00267-01,D00267,EG2026-PRES,ORG02,Juntos por el Peru,30,118,134,8,8,203,contabilizada
M00267-01,D00267,EG2026-PRES,ORG03,Renovacion Popular,7,118,134,8,8,203,contabilizada
M00267-01,D00267,EG2026-PRES,ORG04,Partido del Buen Gobierno,10,118,134,8,8,203,contabilizada
M00267-01,D00267,EG2026-PRES,ORG05,Otros,52,118,134,8,8,203,contabilizada
M00267-02,D00267,EG2026-PRES,ORG01,Fuerza Popular,36,272,309,19,18,368,contabilizada
M00267-02,D00267,EG2026-PRES,ORG02,Juntos por el Peru,70,272,309,19,18,368,contabilizada
M00267-02,D00267,EG2026-PRES,ORG03,Renovacion Popular,15,272,309,19,18,368,contabilizada
M00267-02,D00267,EG2026-PRES,ORG04,Partido del Buen Gobierno,27,272,309,19,18,368,contabilizada
M00267-02,D00267,EG2026-PRES,ORG05,Otros,124,272,309,19,18,368,contabilizada
M00267-03,D00267,EG2026-PRES,ORG01,Fuerza Popular,35,286,346,24,36,393,contabilizada
M00267-03,D00267,EG2026-PRES,ORG02,Juntos por el Peru,65,286,346,24,36,393,contabilizada
M00267-03,D00267,EG2026-PRES,ORG03,Renovacion Popular,24,286,346,24,36,393,contabilizada
